MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RL,6000,PAVE,LVL,ALLPUB,1.5FIN,1926,1008,Y,SBRKR,1008,2.0,0,4,1,7,0,0,6,2006,102000
RL,21286,PAVE,LVL,ALLPUB,1.5FIN,1948,720,Y,SBRKR,720,2.0,0,4,1,7,1,1,8,2008,135000
RL,9825,PAVE,LVL,ALLPUB,1STORY,1965,0,N,SBRKR,1664,2.0,0,4,2,8,0,0,5,2010,100000
RL,10592,PAVE,LVL,ALLPUB,2STORY,1923,602,Y,SBRKR,900,1.0,1,3,1,7,2,1,8,2007,165000
RM,7200,PAVE,LVL,ALLPUB,1STORY,1910,1022,N,SBRKR,1022,1.0,0,2,1,4,0,1,6,2009,85000
RL,11664,PAVE,LVL,ALLPUB,1STORY,1948,1082,Y,SBRKR,1082,1.0,0,2,1,5,1,1,11,2007,119200
RL,8400,PAVE,LVL,ALLPUB,2STORY,2001,810,Y,SBRKR,810,2.0,1,3,1,6,0,2,11,2009,227000
RL,11883,PAVE,LVL,ALLPUB,1STORY,1996,1504,Y,SBRKR,1504,2.0,0,3,1,6,1,2,6,2009,203000
RL,5814,PAVE,LVL,ALLPUB,1STORY,1984,1220,Y,SBRKR,1360,1.0,0,1,1,4,1,2,8,2009,187500
RL,10784,PAVE,LVL,ALLPUB,SLVL,1991,384,Y,SBRKR,802,2.0,1,3,1,7,1,2,5,2007,160000
RL,3013,PAVE,LVL,ALLPUB,1STORY,2005,1362,Y,SBRKR,1506,2.0,0,2,1,6,1,2,4,2006,213490
RL,7024,PAVE,LVL,ALLPUB,1STORY,2005,1132,Y,SBRKR,1132,1.0,1,2,1,5,0,2,6,2008,176000
RL,7406,PAVE,LVL,ALLPUB,1STORY,2006,1199,Y,SBRKR,1220,2.0,0,2,1,6,0,2,7,2006,194000
RM,9439,PAVE,LVL,ALLPUB,1.5FIN,1930,912,Y,FUSEA,912,1.0,0,2,1,6,0,1,3,2007,87000
RL,3182,PAVE,LVL,ALLPUB,1STORY,2005,1346,Y,SBRKR,1504,2.0,0,2,1,7,1,2,5,2008,191000
RL,15498,PAVE,LVL,ALLPUB,1STORY,1976,1565,Y,SBRKR,2898,2.0,0,2,1,10,1,2,5,2008,287000
RL,7700,PAVE,LVL,ALLPUB,1STORY,1972,882,Y,SBRKR,882,1.0,0,3,1,5,0,2,3,2007,112500
RL,9300,PAVE,LVL,ALLPUB,1STORY,1960,1268,Y,SBRKR,1264,1.0,0,3,1,6,2,2,4,2010,167500
RL,9520,PAVE,HLS,ALLPUB,1STORY,2007,1638,Y,SBRKR,1646,2.0,0,3,1,7,1,3,4,2008,293077
RL,9492,PAVE,LVL,ALLPUB,1.5FIN,1941,768,Y,SBRKR,968,1.0,0,3,1,6,1,1,4,2007,105000
RM,1680,PAVE,LVL,ALLPUB,2STORY,1972,672,Y,SBRKR,672,1.0,1,3,1,7,0,1,5,2006,118000
RH,7082,PAVE,LVL,ALLPUB,2STORY,1916,686,Y,SBRKR,948,2.0,0,5,2,10,0,0,7,2006,160000
RL,15863,PAVE,LVL,ALLPUB,2.5FIN,1920,824,Y,SBRKR,1687,2.0,1,5,1,12,2,2,8,2009,197000
RL,14541,PAVE,LVL,ALLPUB,2STORY,1993,1338,Y,SBRKR,1352,2.0,1,5,1,10,1,3,11,2006,310000
RL,8125,PAVE,LVL,ALLPUB,1STORY,2002,1654,Y,SBRKR,1654,2.0,0,3,1,6,0,3,2,2006,230000
RL,6305,PAVE,BNK,ALLPUB,1STORY,1938,920,Y,SBRKR,954,1.0,0,2,1,5,1,1,6,2007,119750
RL,11500,PAVE,LVL,ALLPUB,1STORY,1957,0,N,SBRKR,845,1.0,0,3,1,5,0,1,1,2009,84000
RL,12898,PAVE,HLS,ALLPUB,1STORY,2007,1620,Y,SBRKR,1620,2.0,0,2,1,6,1,3,9,2009,315500
RL,9240,PAVE,LVL,ALLPUB,2STORY,2001,1055,Y,SBRKR,1055,2.0,1,3,1,7,1,2,9,2008,287000
RM,1533,PAVE,LVL,ALLPUB,2STORY,1970,546,Y,SBRKR,798,1.0,1,3,1,6,1,0,5,2009,97000
RM,1477,PAVE,LVL,ALLPUB,SFOYER,1970,630,Y,SBRKR,630,1.0,0,1,1,3,0,1,4,2009,80000
RL,13125,PAVE,LVL,ALLPUB,1STORY,1957,1134,Y,SBRKR,1803,2.0,0,3,1,8,1,2,1,2006,155000
RL,9130,PAVE,LVL,ALLPUB,2STORY,1966,800,Y,SBRKR,800,1.0,1,4,1,7,0,2,7,2008,173000
RL,5381,PAVE,LVL,ALLPUB,1STORY,2005,1306,Y,SBRKR,1306,2.0,0,1,1,5,1,2,8,2009,196000
RL,11839,PAVE,LVL,ALLPUB,2STORY,1990,1475,Y,SBRKR,1532,2.0,1,4,1,10,1,2,5,2008,262280
RL,9600,PAVE,LVL,ALLPUB,1STORY,1981,2524,Y,SBRKR,2524,2.0,1,4,1,9,1,2,7,2009,278000
RL,13680,PAVE,LVL,ALLPUB,1STORY,1955,0,Y,FUSEA,1733,2.0,0,4,1,8,1,2,6,2009,139600
RL,16056,PAVE,LVL,ALLPUB,2STORY,2005,1992,Y,SBRKR,1992,3.0,1,4,1,11,1,3,7,2006,556581
RL,9245,PAVE,LVL,ALLPUB,1STORY,1994,990,Y,SBRKR,990,1.0,0,3,1,5,0,2,2,2008,145000
RL,21750,PAVE,LVL,ALLPUB,1STORY,1960,0,Y,SBRKR,1771,1.0,0,3,1,9,1,2,11,2009,115000
RL,11100,PAVE,LOW,ALLPUB,1STORY,1946,0,Y,SBRKR,930,1.0,0,2,1,6,0,1,4,2010,84900
RL,8993,PAVE,LVL,ALLPUB,1STORY,2007,1302,Y,SBRKR,1302,2.0,0,3,1,6,0,2,8,2007,176485
RL,11175,PAVE,LVL,ALLPUB,1STORY,2007,1316,Y,SBRKR,1316,2.0,0,3,1,6,1,2,10,2007,200141
RL,9500,PAVE,LVL,ALLPUB,2STORY,1964,816,Y,SBRKR,1127,1.0,1,4,1,9,1,2,6,2007,165000
RL,8562,PAVE,LVL,ALLPUB,1STORY,1957,1216,Y,FUSEA,1526,1.0,0,4,1,7,1,1,5,2010,144500
RL,11367,PAVE,LVL,ALLPUB,2STORY,2002,1065,Y,SBRKR,1091,2.0,1,3,1,7,1,2,11,2006,255000
RL,11361,PAVE,LVL,ALLPUB,1STORY,1976,1193,Y,SBRKR,1523,2.0,0,3,1,7,1,2,5,2008,180000
RL,7052,PAVE,LVL,ALLPUB,1STORY,2005,1364,Y,SBRKR,1364,2.0,0,2,1,6,1,2,6,2006,185850
RL,29959,PAVE,LVL,ALLPUB,2STORY,1994,973,Y,SBRKR,979,2.0,1,3,1,7,1,2,1,2009,248000
RL,11308,PAVE,LVL,ALLPUB,2STORY,2008,1104,Y,SBRKR,1130,2.0,1,3,1,10,1,3,7,2009,335000
RL,11275,PAVE,HLS,ALLPUB,1.5FIN,1932,854,Y,SBRKR,1096,1.0,1,3,1,7,1,2,3,2007,220000
RL,4920,PAVE,LVL,ALLPUB,1STORY,2001,1338,Y,SBRKR,1338,2.0,0,2,1,6,0,2,4,2010,213500
C (ALL),18000,GRVL,LOW,ALLPUB,1STORY,1935,894,Y,SBRKR,894,1.0,0,2,1,6,0,3,8,2008,81000
RM,13600,PAVE,LVL,ALLPUB,2STORY,1900,662,N,SBRKR,1422,2.0,0,5,2,10,0,2,9,2007,90000
RM,6000,PAVE,LVL,ALLPUB,1STORY,1925,1103,Y,SBRKR,1103,1.0,0,2,1,5,1,2,7,2006,110500
RL,11000,PAVE,LVL,ALLPUB,1STORY,1966,1154,Y,SBRKR,1154,1.0,1,3,1,6,1,2,11,2009,154000
RL,14000,PAVE,LVL,ALLPUB,2STORY,1996,1306,Y,SBRKR,1306,2.0,1,3,1,7,0,2,4,2010,328000
RL,7837,PAVE,LVL,ALLPUB,2STORY,1993,799,Y,SBRKR,799,2.0,1,3,1,7,1,2,5,2009,178000
RL,9760,PAVE,LVL,ALLPUB,2STORY,1964,780,Y,SBRKR,798,1.0,1,4,1,7,0,2,6,2008,167900
RM,3964,PAVE,LVL,ALLPUB,2STORY,1973,942,Y,SBRKR,1291,2.0,1,5,1,10,1,2,6,2006,151400
RL,9600,PAVE,LVL,ALLPUB,1.5UNF,1949,845,Y,SBRKR,893,1.0,0,2,1,4,0,2,5,2007,135000
RL,10152,PAVE,LVL,ALLPUB,1STORY,1956,1048,Y,SBRKR,1048,1.0,0,3,1,6,0,1,6,2007,135000
RL,11700,PAVE,LVL,ALLPUB,2STORY,1968,727,Y,SBRKR,829,1.0,1,4,1,8,0,2,5,2009,154000
RL,7585,PAVE,LVL,ALLPUB,1.5FIN,1948,810,Y,FUSEA,1002,1.0,0,4,1,7,1,1,8,2006,91500
RL,7950,PAVE,BNK,ALLPUB,2STORY,1977,690,Y,SBRKR,698,1.0,1,3,1,6,0,2,7,2009,159500
RL,8556,PAVE,LVL,ALLPUB,1STORY,2006,1240,Y,SBRKR,1240,2.0,0,2,1,5,0,3,5,2007,194000
RL,13125,PAVE,LVL,ALLPUB,2STORY,1940,800,Y,SBRKR,960,1.0,1,3,1,6,2,1,7,2007,219500
RL,10800,PAVE,LVL,ALLPUB,1.5FIN,1936,796,Y,SBRKR,1096,2.0,0,3,1,7,1,2,4,2006,170000
RL,15870,PAVE,LVL,ALLPUB,1STORY,1969,1096,Y,SBRKR,1096,1.0,0,3,1,6,0,1,3,2006,138800
RM,4435,PAVE,LVL,ALLPUB,1STORY,2004,848,Y,SBRKR,848,1.0,0,1,1,3,1,2,5,2006,155900
RL,8775,PAVE,LVL,ALLPUB,1STORY,1994,990,Y,SBRKR,990,1.0,0,3,1,5,0,1,4,2007,126000
RL,11040,PAVE,LVL,ALLPUB,1STORY,1971,1258,Y,SBRKR,1258,2.0,0,3,1,5,0,2,10,2008,145000
RL,7500,PAVE,LVL,ALLPUB,1STORY,1963,1040,Y,SBRKR,1040,1.0,1,3,1,5,0,1,6,2010,133000
RL,8749,PAVE,LVL,ALLPUB,1STORY,2002,1459,Y,SBRKR,1459,2.0,0,3,1,6,1,2,9,2007,192000
RL,8800,PAVE,LVL,ALLPUB,1STORY,1964,1251,Y,SBRKR,1251,1.0,0,3,1,6,2,1,3,2006,160000
RL,13031,PAVE,LVL,ALLPUB,2STORY,1995,691,Y,SBRKR,691,2.0,1,3,1,6,1,2,7,2006,187500
RL,9069,PAVE,LVL,ALLPUB,SFOYER,1992,936,Y,SBRKR,996,1.0,0,2,1,5,0,2,4,2010,147000
RM,1974,PAVE,LVL,ALLPUB,2STORY,1973,546,Y,SBRKR,546,1.0,1,3,1,6,0,1,5,2010,83500
FV,10574,PAVE,LVL,ALLPUB,2STORY,2005,1082,Y,SBRKR,1082,2.0,1,3,1,9,1,3,5,2009,252000
FV,3316,PAVE,LVL,ALLPUB,1STORY,2005,1247,Y,SBRKR,1247,1.0,1,1,1,4,1,2,4,2006,197000
RL,8544,PAVE,LVL,ALLPUB,1STORY,1950,0,N,FUSEA,1040,2.0,0,2,2,6,0,2,6,2009,92900
FV,2160,PAVE,LVL,ALLPUB,2STORY,1999,600,Y,SBRKR,624,2.0,1,2,1,4,0,2,3,2008,160000
RL,8400,PAVE,BNK,ALLPUB,1.5FIN,1925,1181,Y,SBRKR,1390,2.0,0,4,1,7,1,2,6,2008,136500
RL,9230,PAVE,LVL,ALLPUB,1STORY,1965,864,Y,SBRKR,1200,1.0,1,1,1,6,0,2,10,2006,146000
RL,5868,PAVE,LVL,ALLPUB,1STORY,1956,936,Y,SBRKR,936,1.0,0,2,1,4,0,1,5,2010,129000
RL,9317,PAVE,LVL,ALLPUB,1STORY,2006,1314,Y,SBRKR,1314,2.0,0,3,1,6,1,2,3,2007,176432
RM,6882,PAVE,LVL,ALLPUB,2STORY,1914,684,Y,SBRKR,773,1.0,1,3,1,7,0,0,3,2007,127000
RL,3696,PAVE,LVL,ALLPUB,1STORY,1986,1074,Y,SBRKR,1088,1.0,1,2,1,5,0,2,10,2007,170000
RM,6000,PAVE,LVL,ALLPUB,1.5FIN,1936,672,Y,SBRKR,757,1.0,0,3,1,6,0,1,7,2009,128000
RL,11880,PAVE,LVL,ALLPUB,1STORY,1978,1271,Y,SBRKR,1601,2.0,0,3,1,7,1,2,4,2009,157000
RL,8400,PAVE,BNK,ALLPUB,1STORY,1920,290,N,FUSEF,438,1.0,0,1,1,3,0,1,1,2009,60000
RL,9758,PAVE,LVL,ALLPUB,1STORY,1971,950,Y,SBRKR,950,1.0,0,3,1,5,0,1,7,2007,119500
RL,7000,PAVE,LVL,ALLPUB,1STORY,1960,1010,Y,SBRKR,1134,1.0,0,2,1,6,0,1,4,2007,135000
RL,8910,PAVE,LVL,ALLPUB,1STORY,1959,655,Y,SBRKR,1194,1.0,0,3,1,6,1,2,7,2006,159500
RM,2016,PAVE,LVL,ALLPUB,2STORY,1970,630,Y,SBRKR,630,2.0,1,3,1,6,0,2,4,2007,106000
RL,12256,PAVE,LVL,ALLPUB,2STORY,1994,1463,Y,SBRKR,1500,2.0,1,3,1,9,2,2,4,2010,325000
RL,10357,PAVE,LVL,ALLPUB,1STORY,1990,910,Y,SBRKR,1442,2.0,0,3,1,6,1,2,5,2007,179900
RL,23257,PAVE,HLS,ALLPUB,2STORY,2006,868,Y,SBRKR,887,2.0,1,3,1,9,1,2,9,2006,274725
RL,8063,PAVE,LVL,ALLPUB,2STORY,2000,924,Y,SBRKR,948,2.0,1,3,1,7,1,2,11,2007,181000
RL,11362,PAVE,LVL,ALLPUB,1STORY,2004,1836,Y,SBRKR,1836,2.0,0,3,1,7,1,3,3,2009,280000
RL,8000,PAVE,LVL,ALLPUB,2STORY,1995,773,Y,SBRKR,773,2.0,1,3,1,8,1,2,6,2008,188000
RL,10480,PAVE,LVL,ALLPUB,2STORY,1976,803,Y,SBRKR,1098,2.0,1,4,1,8,1,2,9,2008,205000
RL,7100,PAVE,LVL,ALLPUB,1STORY,1957,816,Y,FUSEA,816,1.0,0,2,1,5,0,1,7,2006,129900
RL,8923,PAVE,LVL,ALLPUB,1STORY,1953,1008,Y,SBRKR,1008,1.0,0,2,1,6,0,1,5,2007,134500
RL,5400,PAVE,LVL,ALLPUB,1STORY,1954,833,Y,SBRKR,833,1.0,0,2,1,4,0,1,8,2006,117000
RL,12085,PAVE,LVL,ALLPUB,1STORY,2007,1734,Y,SBRKR,1734,2.0,0,3,1,7,1,3,11,2007,318000
RL,7750,PAVE,LVL,ALLPUB,SLVL,2002,408,Y,SBRKR,779,2.0,1,3,1,7,1,2,3,2009,184100
RL,9764,PAVE,LVL,ALLPUB,1STORY,1967,894,Y,SBRKR,894,1.0,0,3,1,5,0,2,5,2008,130000
RL,13825,PAVE,LVL,ALLPUB,SLVL,1958,533,Y,SBRKR,1021,1.0,0,3,1,6,0,1,12,2008,140000
RL,7560,PAVE,LVL,ALLPUB,1STORY,1959,1040,Y,FUSEA,1040,1.0,0,3,1,6,0,1,7,2006,133700
RM,8263,PAVE,BNK,ALLPUB,1STORY,1920,1012,Y,FUSEA,1012,1.0,0,2,1,6,1,1,5,2007,118400
RL,10084,PAVE,LVL,ALLPUB,1STORY,2005,1552,Y,SBRKR,1552,2.0,0,3,1,7,0,3,7,2006,212900
RL,8926,PAVE,LVL,ALLPUB,1STORY,1956,672,Y,FUSEA,960,1.0,0,3,1,5,0,1,10,2009,112000
RL,9405,PAVE,LVL,ALLPUB,1STORY,1947,698,Y,SBRKR,698,1.0,0,2,1,4,0,0,6,2009,118000
RL,9125,PAVE,LVL,ALLPUB,SLVL,1992,384,Y,SBRKR,812,2.0,1,3,1,7,1,2,7,2007,163900
RL,10434,PAVE,LVL,ALLPUB,1STORY,1955,1005,Y,SBRKR,1005,1.0,0,2,1,5,1,2,11,2009,115000
RL,3684,PAVE,LVL,ALLPUB,1STORY,2007,1373,Y,SBRKR,1555,2.0,0,2,1,7,1,3,6,2009,174000
RL,14572,PAVE,LVL,ALLPUB,1STORY,2004,1530,Y,SBRKR,1530,2.0,0,3,1,7,1,3,11,2007,259000
RL,11796,PAVE,LVL,ALLPUB,2STORY,2004,847,Y,SBRKR,847,2.0,1,4,1,8,1,2,7,2007,215000
RM,7200,PAVE,LVL,ALLPUB,SFOYER,1980,936,Y,SBRKR,936,1.0,0,2,1,4,0,2,8,2007,140000
RL,7804,PAVE,LVL,ALLPUB,1.5FIN,1928,1122,Y,SBRKR,1328,2.0,0,4,1,7,2,2,12,2009,135000
RL,10712,PAVE,LVL,ALLPUB,1STORY,1991,974,Y,SBRKR,974,1.0,0,3,1,5,0,0,9,2007,93500
RM,9900,PAVE,LVL,ALLPUB,2STORY,1880,1008,Y,SBRKR,1178,2.0,0,5,1,8,0,1,5,2007,117500
RL,9828,PAVE,LVL,ALLPUB,2STORY,1995,1128,Y,SBRKR,1142,2.0,1,3,1,8,1,2,6,2009,239500
RL,8773,PAVE,HLS,ALLPUB,2STORY,1997,916,Y,SBRKR,916,2.0,1,3,1,7,1,2,8,2007,169000
RM,6180,PAVE,LVL,ALLPUB,1STORY,1926,960,N,SBRKR,986,1.0,0,2,1,5,1,1,5,2007,102000
RL,9600,PAVE,LVL,ALLPUB,1.5FIN,1950,1032,Y,FUSEA,1032,1.0,0,3,1,6,0,1,4,2008,119000
RL,6342,PAVE,LVL,ALLPUB,1.5FIN,1875,780,N,SBRKR,780,1.0,0,2,1,6,0,0,5,2010,94000
RL,9819,PAVE,LVL,ALLPUB,1STORY,1977,1567,Y,SBRKR,1567,2.0,0,2,1,5,2,2,5,2009,196000
RL,8731,PAVE,LVL,ALLPUB,1STORY,1920,915,Y,SBRKR,1167,1.0,0,3,1,6,1,2,5,2007,144000
RL,7350,PAVE,LVL,ALLPUB,1STORY,1951,952,Y,SBRKR,952,1.0,0,2,1,4,0,2,6,2008,139000
RL,10304,PAVE,LVL,ALLPUB,2STORY,1976,780,Y,SBRKR,1088,2.0,1,4,1,9,1,2,10,2009,197500
RL,9965,PAVE,LVL,ALLPUB,2STORY,2006,1466,Y,SBRKR,1466,3.0,0,4,1,11,1,3,4,2007,424870
RL,9000,PAVE,LVL,ALLPUB,1STORY,1959,1006,Y,SBRKR,1006,1.0,0,3,1,5,0,0,7,2008,80000
RL,12180,PAVE,LVL,ALLPUB,1.5FIN,1941,672,N,FUSEA,672,1.0,0,2,1,5,0,1,7,2010,80000
RM,6240,PAVE,LVL,ALLPUB,1.5FIN,1928,1042,Y,SBRKR,1042,1.0,0,3,1,8,1,1,8,2006,149000
RL,11200,PAVE,LVL,ALLPUB,1STORY,1985,1298,Y,SBRKR,1298,2.0,0,3,1,5,1,2,5,2006,180000
RL,12000,PAVE,BNK,ALLPUB,2STORY,1941,704,Y,SBRKR,860,1.0,1,3,1,7,1,1,7,2009,174500
RM,5700,PAVE,LVL,ALLPUB,1.5FIN,1926,572,Y,SBRKR,572,1.0,0,2,1,5,1,1,8,2008,116900
RM,9000,PAVE,LVL,ALLPUB,2STORY,1920,650,Y,SBRKR,832,1.0,0,3,1,7,0,2,7,2009,143000
RL,8280,PAVE,LVL,ALLPUB,1STORY,1950,932,Y,FUSEA,932,1.0,0,2,1,4,1,1,11,2007,124000
RL,17755,PAVE,LVL,ALLPUB,1STORY,1959,1466,Y,SBRKR,1466,1.0,1,3,1,6,2,2,11,2006,149900
RL,14115,PAVE,LVL,ALLPUB,1STORY,1956,1073,Y,SBRKR,1811,1.0,0,2,1,6,1,2,7,2006,230000
RM,5890,PAVE,LVL,ALLPUB,1STORY,1930,816,Y,SBRKR,816,1.0,0,2,1,5,0,1,6,2008,120500
RL,13700,PAVE,LVL,ALLPUB,2STORY,1965,864,Y,SBRKR,902,1.0,2,4,1,8,2,2,5,2008,201800
RL,10768,PAVE,LVL,ALLPUB,1STORY,1976,1437,Y,SBRKR,1437,2.0,0,3,1,6,1,2,7,2007,218000
RL,9350,PAVE,LVL,ALLPUB,SLVL,1965,1219,Y,SBRKR,1265,2.0,0,3,1,6,1,2,10,2008,179900
RL,5001,PAVE,LVL,ALLPUB,1STORY,2007,1314,Y,SBRKR,1314,2.0,0,2,1,6,1,2,7,2009,230000
RL,11932,PAVE,LVL,ALLPUB,1STORY,2007,1580,Y,SBRKR,1580,2.0,0,3,1,7,0,3,6,2008,235128
RL,9120,PAVE,LVL,ALLPUB,2STORY,1974,901,Y,SBRKR,943,2.0,1,4,1,8,1,2,7,2008,185000
RL,2280,PAVE,LVL,ALLPUB,2STORY,1978,855,Y,SBRKR,855,2.0,1,3,1,7,1,2,7,2010,146000
RL,14778,PAVE,LOW,ALLPUB,1STORY,1954,1296,Y,SBRKR,1640,1.0,0,3,1,7,1,2,11,2008,224000
RL,8724,PAVE,LVL,ALLPUB,1STORY,1968,894,Y,SBRKR,894,1.0,0,3,1,5,1,2,5,2007,129000
RL,12900,PAVE,LVL,ALLPUB,SFOYER,1969,1198,Y,SBRKR,1258,-1.0,2,0,2,6,0,2,1,2008,108959
RL,16157,PAVE,LVL,ALLPUB,SLVL,1978,1360,Y,SBRKR,1432,1.0,1,2,1,5,1,2,6,2007,194000
RL,9541,PAVE,LVL,ALLPUB,1STORY,2009,1502,Y,SBRKR,1502,2.0,0,3,1,7,0,2,9,2009,233170
RL,10475,PAVE,LVL,ALLPUB,1STORY,2008,1694,Y,SBRKR,1694,2.0,0,3,1,7,0,3,2,2010,245350
RL,10852,PAVE,LVL,ALLPUB,2STORY,2000,959,Y,SBRKR,959,2.0,1,3,1,7,1,2,2,2006,173000
RL,13728,PAVE,LVL,ALLPUB,2STORY,1935,1127,Y,SBRKR,1236,2.0,0,4,1,7,2,2,7,2008,235000
RL,35760,PAVE,LVL,ALLPUB,2STORY,1995,1930,Y,SBRKR,1831,3.0,1,4,1,10,1,3,7,2006,625000
RL,9880,PAVE,LVL,ALLPUB,SLVL,1977,1096,Y,SBRKR,1118,1.0,0,3,1,6,1,1,7,2008,171000
RL,9120,PAVE,LVL,ALLPUB,1STORY,1958,1261,Y,SBRKR,1261,1.0,0,3,1,6,1,2,11,2008,163000
FV,4017,PAVE,LVL,ALLPUB,2STORY,2006,625,Y,SBRKR,625,2.0,1,2,1,5,0,2,3,2008,171900
RL,18030,PAVE,BNK,ALLPUB,1.5FIN,1946,1598,Y,SBRKR,1636,3.0,0,3,1,12,1,0,3,2007,200500
RL,16560,PAVE,LVL,ALLPUB,2STORY,1932,952,Y,SBRKR,1170,2.0,1,4,1,9,1,2,7,2006,239000
RL,10678,PAVE,LVL,ALLPUB,1.5FIN,1992,1683,Y,SBRKR,2129,2.0,1,4,1,9,1,2,4,2007,285000
RL,6951,PAVE,LVL,ALLPUB,1STORY,1984,876,Y,SBRKR,923,1.0,0,3,1,5,0,1,10,2008,119500
RM,3950,PAVE,BNK,ALLPUB,1.5FIN,1926,818,Y,SBRKR,818,1.0,0,3,1,5,0,1,12,2009,115000
RL,7681,PAVE,LVL,ALLPUB,1.5FIN,1921,731,Y,SBRKR,820,1.0,1,3,1,7,1,1,7,2009,154900
RL,8335,PAVE,LVL,ALLPUB,1STORY,1954,0,Y,SBRKR,1124,1.0,0,3,1,5,1,0,4,2006,93000
RL,11170,PAVE,LVL,ALLPUB,2STORY,1990,1216,Y,SBRKR,1298,2.0,1,4,1,8,0,2,4,2006,250000
RM,5587,PAVE,HLS,ALLPUB,1STORY,2008,1600,Y,SBRKR,1652,2.0,0,2,1,5,1,2,11,2008,392500
RL,15623,PAVE,LVL,ALLPUB,2STORY,1996,2396,Y,SBRKR,2411,3.0,1,4,1,10,2,3,7,2007,745000
RL,10800,PAVE,LVL,ALLPUB,1STORY,1920,1120,Y,SBRKR,1130,1.0,0,2,1,5,1,2,6,2006,120000
RL,35133,GRVL,LVL,ALLPUB,1STORY,1963,1572,Y,SBRKR,1572,1.0,1,3,1,5,2,3,5,2007,186700
RL,9738,PAVE,LVL,ALLPUB,1.5FIN,1924,784,Y,SBRKR,949,1.0,0,4,1,7,0,1,3,2006,104900
RL,10615,PAVE,BNK,ALLPUB,2STORY,1900,978,Y,SBRKR,1014,2.0,0,3,2,7,0,2,8,2009,95000
RL,12461,PAVE,LVL,ALLPUB,1STORY,1994,1624,Y,SBRKR,1624,2.0,0,2,1,5,1,3,7,2006,262000
RL,8935,PAVE,LVL,ALLPUB,2STORY,2002,831,Y,SBRKR,831,2.0,1,3,1,7,0,2,7,2009,195000
RL,7500,PAVE,LVL,ALLPUB,2STORY,1999,994,Y,SBRKR,1028,2.0,1,3,1,7,1,2,6,2010,189000
RL,32463,PAVE,LOW,ALLPUB,1STORY,1961,1249,Y,SBRKR,1622,1.0,0,3,1,7,1,4,3,2007,168000
FV,2645,PAVE,LVL,ALLPUB,2STORY,1999,776,Y,SBRKR,764,2.0,1,2,1,5,0,2,11,2007,174000
RM,9600,PAVE,LVL,ALLPUB,1.5FIN,1925,702,Y,SBRKR,842,1.0,0,3,1,6,0,1,7,2007,125000
RM,4500,PAVE,LVL,ALLPUB,1STORY,1999,1224,Y,SBRKR,1224,2.0,0,2,1,5,0,2,6,2009,165000
RL,9364,PAVE,LVL,ALLPUB,2STORY,1969,663,Y,SBRKR,663,1.0,1,4,1,7,0,1,3,2010,158000
RL,8029,PAVE,LVL,ALLPUB,2STORY,2005,728,Y,SBRKR,728,2.0,1,3,1,8,0,2,7,2008,176000
RL,14054,PAVE,LVL,ALLPUB,2STORY,2006,879,Y,SBRKR,879,2.0,1,4,1,9,1,3,11,2006,219210
RM,8850,PAVE,BNK,ALLPUB,2.5UNF,1916,815,Y,SBRKR,815,1.0,0,3,1,7,1,1,7,2006,144000
RL,9100,PAVE,LVL,ALLPUB,1STORY,2001,1212,Y,SBRKR,1212,2.0,0,3,1,6,0,2,6,2009,178000
RL,11235,PAVE,LVL,ALLPUB,1STORY,1963,1051,Y,SBRKR,1382,1.0,1,3,1,6,1,2,10,2006,148000
RL,9353,PAVE,LVL,ALLPUB,1STORY,1970,864,Y,SBRKR,864,1.0,0,3,1,5,0,1,7,2006,116050
RL,10400,PAVE,LVL,ALLPUB,2STORY,1998,866,Y,SBRKR,866,2.0,1,3,1,6,0,2,3,2009,197900
RM,6000,PAVE,LVL,ALLPUB,1.5FIN,1925,884,Y,SBRKR,884,1.0,0,3,1,5,1,1,5,2009,117000
RL,9750,PAVE,LVL,ALLPUB,1STORY,2000,1630,Y,SBRKR,1630,2.0,0,3,1,6,1,2,10,2009,213000
RL,10140,PAVE,LVL,ALLPUB,1STORY,1975,1056,Y,SBRKR,1074,1.0,1,3,1,6,0,2,7,2006,153500
RL,14684,PAVE,LVL,ALLPUB,1STORY,1990,2158,Y,SBRKR,2196,2.0,0,3,1,7,1,3,6,2009,271900
RH,8900,PAVE,LVL,ALLPUB,1STORY,1966,1056,Y,SBRKR,1056,1.0,0,2,1,5,0,1,11,2006,107000
RL,9135,PAVE,LVL,ALLPUB,1STORY,2003,1682,Y,SBRKR,1700,2.0,0,3,1,7,0,2,5,2006,200000
RL,7763,PAVE,LVL,ALLPUB,1STORY,1962,931,Y,SBRKR,1283,1.0,0,3,1,6,0,2,10,2008,140000
RL,10182,PAVE,LVL,ALLPUB,1STORY,2006,1660,Y,SBRKR,1660,2.0,0,3,1,8,1,2,5,2006,290000
RL,11218,PAVE,LVL,ALLPUB,2STORY,1992,1055,Y,SBRKR,1055,2.0,1,3,1,8,1,2,5,2010,189000
RL,12134,PAVE,BNK,ALLPUB,1.5FIN,1988,559,Y,SBRKR,1080,2.0,0,4,1,8,0,2,6,2010,164000
